label,text
1,gold have value
0,person touch rubdown
0,person hold rash
0,cow eat meat
1,interviewer require education
1,baseball involve ball
0,riches have manual
1,mammal attack human
1,driver involve transportation
1,muskrat have claw
1,kid use clicker
1,cutter use power
0,carpet involve writing
0,hammer wear shoe
0,turnip have thorns
1,radio require electricity
0,person hear malaria
1,anyone use exterior
0,person eat article
1,hovercraft have color
0,tailbone have root
0,wheel take gas
1,correspondent drive car
0,person wear teaspoonful
0,reptile have fur
1,registrar involve writing
0,people eat groundsman
0,child like kidnapper
1,prison have function
1,watchdog have tail
1,person smash fodder
1,monsignor require college
0,person use apron
0,person ride tombstone
0,obsidian have color
1,woman have eye
0,thoroughbred lay egg
0,mailman have tail
0,rock bite human
1,analyst involve finance
1,warrant involve lawyer
0,fungus have leg
0,person breath arms
0,yard involve function
1,spearfish have fin
0,tapeworm have hole
1,person buy gyro
1,person buy lotto
0,millet have thorns
1,parasite have eye
0,light have water
1,person see browser
0,photo dry thing
0,flamethrower have fur
1,person buy steamer
1,spotlight create light
0,storybook have ability
1,windstorm damage house
1,caboose require source
1,child eat crackers
0,sushi have wheel
0,ore involve food
1,people use waitperson
0,railcar require water
0,person touch atmosphere
0,person eat ejector
0,potluck have fur
0,person ride doorkeeper
1,opponent have head
0,person buy soul
0,person eat boulder
0,revolver have leg
0,throne involve nature
1,people carry belongings
1,doggy eat nut
1,person hold amaretto
0,person use excretion
0,clergy store anything
0,people eat cook
0,hernia make noise
0,person consume chronograph
1,person touch chopstick
1,stuffing have smell
1,person touch arch
0,person see thought
0,cereal have sauce
0,person use transistor
1,print have word
0,foundation have wheel
0,attire use electicity
0,person eat diarrhea
0,yellowtail have fur
1,person touch henhouse
1,denim have component
1,people eat rhino
0,thumbnail have camera
0,antibiotic use electricity
0,leafs cost money
1,person eat brisket
0,psychic require degree
1,teacher have mind
1,tomato need water
1,people use spoon
0,bucket have brain
0,octopi have claw
1,squad require movement
1,concert involve music
1,bagpipes have color
0,abdomen take eletricity
1,lithograph benefit person
1,artist make something
1,person hold steamer
0,faceplate hold trash
0,person use cone
1,person move display
0,delegate have window
0,cash use electricity
0,notepad have leg
1,portion cost $
0,granola use electricity
0,canal have feather
1,child enjoy trouble
0,person drive snowball
1,golfing have function
1,person lift chairlift
0,person eat oven
0,person eat slicer
0,throwing involve cleaning
0,team have leg
0,person buy pluto
0,paper play music
1,man use lane
0,lime have pit
1,gull weigh anything
0,tree have wiring
0,person touch internet
1,clown take lot
0,brat cost money
0,burrito require battery
0,bison have scale
0,person drink baptism
0,sticks need electricity
0,person wear pothole
1,secret involve government
1,shout make sound
1,writer use number
1,firewood have shape
0,person buy some
1,person use worm
1,baron require more
0,listener involve weapon
0,person eat hellhound
1,conch eat food
0,person mold ammonia
1,whale have hole
0,person drive men
0,person drive whetstone
1,person touch pantyhose
1,boiler require maintenance
0,person drive boutique
1,ringtail require cage
1,whale have leg
1,person watch tombstone
1,person touch bass
1,mug have handle
1,fumigator involve science
1,kid use slacks
1,firefighter fight fire
1,present cost $
0,institution make noise
0,cup need battery
1,person smell romaine
0,abortion emit light
0,foundation take electricity
0,person eat can
1,people use raincoat
0,lion eat grass
0,person drink ground
0,person climb turtle
1,steersman involve healthcare
1,quake make noise
0,tonsillectomy involve reunion
0,person use vaccine
0,person see thoughts
1,human sell stewpot
1,chameleon change color
0,person sell signal
0,person eat ladle
1,people use mainframe
1,someone build casket
0,baptizer involve number
1,penthouse have color
1,blaster make sound
0,person eat traps
1,outlet control electricity
1,baboon have fur
1,soil serve purpose
0,cash tell time
1,squirrel have claw
0,person eat goldsmith
1,armpits have odor
0,man use tampon
0,person drive carousel
1,person hold tonic
0,person buy nest
1,person build ammonium
0,juror have fur
1,pool contain water
0,jackrabbit have antler
0,revolver use fuel
1,art have rule
1,clock help human
1,flute make sound
1,lectern hold book
0,turtle have money
1,doppelganger involve breathing
1,nudist wear clothes
0,tit throw baseball
1,elephant have trunk
1,gumshoe have leg
0,plating have feeling
1,goat have fur
1,person touch wetland
0,person eat neckerchief
0,large hold thing
0,suppository have seat
1,exhibitionist involve movement
1,alcohol have color
0,boob have electron
0,people eat poop
0,person eat faucet
1,person see bass
1,solicitor require use
0,people eat tick
1,hombre have feeling
1,child have shape
1,rabbit have spot
1,superstructure require electricity
0,person eat teapot
1,person wear gauntlet
1,cabdriver involve uniform
0,dart take battery
1,album use electricity
1,store have policy
1,people hunt deer
1,voyage take place
1,person hold granite
0,person use waxwork
0,pantyhose have stuffing
1,drum make sound
0,person smell polygraph
1,receiver use electricity
0,person eat change
0,person consume plating
1,weeds have thorns
0,playlist have spot
0,hideout require communication
0,webbing require electricity
1,person see neuropsychologist
0,person eat jailer
1,brontosaurus have leg
1,person use autobiography
0,bison have feather
1,diamond cost lot
0,rock involve technology
1,concubine have child
1,army involve shooting
1,manicotti require refrigeration
1,person see eczema
0,prints make noise
0,crust make sound
0,lambskin use electricity
1,person touch workroom
0,watch have petal
0,chicken deliver letter
0,fawn have horn
1,chinaware cost money
1,kid use skateboard
0,napkin have odor
0,person wear casket
0,person eat undershorts
1,kid use tea
0,person wear chairlift
0,blind have wheel
1,greenback have size
0,artist cost $
0,restaurant serve humblepie
0,hymn hurt person
0,shark have finger
1,person hold linoleum
1,bachelorette make money
0,tetherball have handle
0,person wear firewood
1,intern wear uniform
0,tablespoonful have spout
0,clock cook thing
1,person see typist
0,blanket attack human
1,headquarters sell something
0,ragamuffin have job
1,mustang have hoove
1,kid like seashore
0,person see headache
1,many visit storehouse
1,person eat testicle
0,hearse require sunlight
1,teach involve parenthood
1,person consume alcohol
1,sun feed chrysanthemum
0,ethyl contain tree
1,depot sell table
0,person drink bleach
1,crayfish have lot
0,person use pepper
0,wall have child
0,suite make sound
0,lemon have thorns
0,ground have leg
1,carpentry involve wood
0,breath have color
1,speaker help people
0,child use smoke
0,watch have finger
0,senator involve shopping
0,choreographer use gas
1,plumber solve problem
0,guy lay egg
0,person smoke griddlecakes
0,person eat methane
0,person own freedom
1,person touch kimono
1,ghostbuster involve supernatural
0,person borrow contentment
0,bamboo have feeling
0,person eat mainframe
0,shrimp have fin
0,mouse like bone
0,person eat cashbook
1,man wear smock
0,raider require degree
1,nun take vacation
1,train have wheel
0,person trim hydroxide
1,taxi provide service
1,adult make sound
1,generator use gas
0,pant produce light
0,person eat triceratops
0,canal have wing
0,suture have handle
0,human use triceratops
1,juror make sound
0,hemoglobin make noise
0,conduct cost money
0,swimming involve cooking
0,forceps cook food
0,mule have horn
0,person eat vise
1,person find liter
0,person touch practical
1,computer require electricity
1,arch make light
1,ccan hold poultry
1,kangaroo have tail
1,widow prepare food
1,square have corner
1,lamp take electricity
1,kid use glass
1,space have color
1,person touch sugarplum
0,shower have wheel
0,person buy tendon
0,person turn moviemaker
0,alloy have ability
1,gear cost money
0,poison produce something
0,epitaph involve water
0,person wear harvester
1,fixer have eye
1,doctor imply title
0,ant weigh lot
1,person open tinderbox
1,depot sell pitcher
1,people want extinguisher
0,deed change shape
0,cornea understand emotion
0,corkboard have door
0,floodplain hold mail
0,person play pamphlet
1,human have leg
0,person eat origami
0,person eat businessman
1,person touch mount
0,person eat joist
0,volunteer pay more
1,meetinghouse have window
0,good have wheel
1,sunfish have fin
0,person drive timecard
1,human have brain
1,cutter make hole
1,goldsmith require thing
0,springboard have wheel
0,person drink distillery
0,person wear burger
1,salesperson involve sale
1,cornfield have flower
0,merchandise have meat
0,person eat map
0,bladder have leg
0,vegan eat animal
0,feather make noise
1,stag have fur
1,generator provide electricity
0,human sell taste
0,pane use electricity
1,cow have leg
0,person wear tablet
1,boat use waterfall
0,person eat sailcloth
0,sand speak language
0,things involve competition
0,hurdle have wheel
1,person hold vitamins
1,ballplayer wear clothes
1,flower have smell
1,clarinetist clean thing
1,hydroponics hold water
0,bedchamber use electricity
0,hock have hoove
1,marriage require communication
1,civilian use blimp
0,person keep excavation
0,person smell radon
0,bikini use electricity
0,person touch air
0,sunray make sound
0,cumin contain something
1,person buy brazier
0,torpedo collect water
0,suburbia use cable
1,ambulance have gear
0,person drive piano
1,people breathe air
0,hornpipe require fuel
1,mist change shape
0,alcohol make something
0,person touch jujitsu
1,cat have fur
0,person read fan
1,detector have button
1,people use landline
0,person eat tablet
0,nightwear give light
1,people use rosary
0,person touch love
0,ducktail have wheel
0,pamphlet control something
0,photojournalist have leave
0,person throw airplane
1,supervisor manage people
1,child use sled
1,dachshund like bone
0,person wear window
1,crop have flower
1,crab have leg
1,satellite collect information
1,floodgate use electricity
1,people see bottle
1,locomotive use electricity
0,person read narcotics
0,person use rainbow
1,cloud change shape
0,person eat bioluminescence
0,eggplant have eye
1,everyone have food
1,relight involve touch
1,people use investment
1,person use aquarium
1,yellows have shape
0,birthmark take electricty
1,kid use ladle
1,person touch prizefighter
1,goose lay egg
1,flashlight have handle
0,crayon hold money
0,person wear basin
0,bird have gill
0,stone require battery
1,person see goldsmith
1,ethanol have smell
1,detective involve people
0,person eat disclaimer
1,medicine provide service
1,cook involve food
0,person eat prizefighter
1,person throw postcard
0,doctor use crematorium
1,pinball have button
1,people use memoranda
0,duck have wafe
0,dagger take battery
1,pen cost dollar
0,pickle have drawer
1,person pet rooster
1,person purchase foam
0,tonic involve voting
0,person hold carport
0,person use barrier
1,bulldog wear collar
1,fruit have skin
0,monologue involve more
0,moon have leg
0,person buy death
1,gator have claw
0,person eat doorkeeper
1,cup hold water
1,sportsman have feeling
0,washbowl involve writing
1,someone buy enema
1,clubhouse have lot
1,heater produce heat
0,nerd have scale
0,person eat newsletter
1,copier require power
0,speed have thorns
0,million have color
0,postponement have leg
0,beef have fur
1,lion eat plant
0,bagpipe have wheel
1,cardinal have beak
1,tulip require sunlight
0,hernia weigh thing
1,garden help people
1,dolphin have lung
1,everyone have bath
0,board have screen
1,people use calendar
0,burrow have restroom
0,person eat blacktop
0,person wear calender
1,person use dumbwaiter
1,herbivore have fur
1,skin provide warmth
1,kid use trophy
1,person use nutcracker
0,kin involve industry
0,verdict have scent
0,volleyball make music
0,child use snowstorm
1,person eat spareribs
1,person buy sweetener
0,elbow decompose thing
1,jar have cap
1,blender blend food
1,insect have antennae
1,trumpet make noise
1,child use book
0,person wear pedal
1,adventurer have leg
0,buckskin have wheel
0,suppository make sound
0,filer have wheel
0,hubcap use electricity
0,axes have action
1,prairie grow fruit
0,cement have sugar
0,person hold ocean
1,person touch fork
0,shilling tell time
0,person eat trophy
1,person touch poolroom
1,person cook thickener
0,scallop make sound
1,ceremony involve more
1,person smell gyro
1,doctor involve science
0,person eat breadbox
0,tax transport goods
0,striptease lay egg
1,people see carriage
0,person carry mountain
0,tusk have bubble
0,rock require electricity
0,person hold cabin
1,violinist utilize tool
1,person wear loop
0,person build sky
0,person wear tree
1,human eat jam
1,railway hold cargo
1,politician have head
1,clerk require education
1,human use zebra
1,hammock make noise
1,person touch scope
1,kid use knob
1,calligrapher cost money
0,people use leakage
1,mixer require electricity
0,trekker have handle
1,bottle have glass
0,person lift foyer
1,person throw router
1,person touch desk
1,woman use clicker
1,fingernail have smell
1,person use crematorium
1,person want mold
1,theater involve art
1,bulb emit light
0,childbed cook anything
1,computer play music
1,cow have udder
0,dead make noise
0,airplay put piece
1,tobacco have color
0,person eat barometer
1,bathtub cost $
1,cat have whisker
0,origami need phone
1,hustler have job
0,pets speak english
1,person see park
1,sun change color
0,person eat sod
0,person eat tearoom
0,cranium require electricity
1,sitter involve landscaping
0,animal use hernia
0,penguin eat zebra
0,person eat toymaker
0,person drive carbonate
0,brake have root
1,lion have fur
1,people use plasterer
1,screenplay serve purpose
0,person read shavings
1,person wear underpants
0,person eat consider
1,doctor require education
1,cup have lid
0,chest produce information
0,condor have tail
1,woman use glue
0,person feel sidebar
1,pileup make noise
0,person touch nip
1,person use coolant
1,friend climb tree
0,newspaper have wall
1,ostrich have wing
0,maintain take battery
1,plant need water
0,rain provide service
0,fish have legg
1,skeleton make lot
1,axes have part
0,person hit tearoom
1,person see man
1,duck lay egg
0,bee use dirt
1,chair have wheel
1,throne serve purpose
1,halfpenny require electricity
0,person eat matchbox
1,trees bear fruit
0,fisheye have engine
0,person drink abuser
1,laptop involve support
0,person eat breather
1,gravel make noise
1,lipstick cost $
0,rose transport people
1,game require cable
0,people drink toner
0,bushel have wheel
1,key open door
0,person smoke rope
1,worm have leg
0,man carry car
1,sheep have leg
1,avocado have pit
0,person open sugar
0,morphine make sound
1,kid use crossways
0,windsock hold water
1,human see apple
1,whirlybird have wheel
0,person touch chance
0,sleepwear clean something
1,veterinarian have leg
1,nurse provide service
1,entranceway use electricity
0,person milk razorback
1,kitten make noise
1,abdomen change color
0,slammer control electricity
0,person read poison
0,caddie use electricity
1,temptress like people
0,person drive riverbank
0,person eat lager
1,person buy light
0,person wear magazine
0,person ride pegboard
1,meetinghouse have restroom
0,cufflink have wheel
0,barracuda have leg
1,people buy sapphire
1,chickadee have leg
0,garment make noise
1,man use bra
0,person eat roofline
1,slime change shape
0,nutcracker open lid
1,kitchenware hold food
0,person roll fork
0,tit like cheeseburger
0,sticker have feeling
1,men make sound
0,casket have window
0,spittoon fix thing
1,sink hold water
1,child understand baby
1,chinchilla eat fruit
0,person hold ferryboat
1,person keep sprayer
0,person hold moon
1,human use teacher
0,slug make noise
1,vibrator cost lot
0,breast have handle
0,tablespoonful have pattern
1,adult use scrambler
1,sandwich involve food
1,accountant require office
1,contestant have brain
0,spices grill anything
0,person wear keystroke
0,picket have wheel
1,person buy flathead
1,people make campfire
0,person eat cabin
0,cipher involve car
0,person ingest midsection
0,person wear riddle
0,person wear prune
1,riches save life
1,thief sell thing
0,person wear sand
1,bowl hold object
0,milk cost more
0,person lift store
0,person wear eggbeater
0,hairdryer check rate
0,pavement have handle
1,searcher have leg
1,pie involve food
1,rabbit have fur
0,appetizer have screen
0,tusk make noise
0,magazine involve support
1,person need blacktop
0,wienie have stripe
0,person hold hickey
1,person eat octopi
0,person buy quickness
0,papaya use electricity
0,ammo have heartbeat
0,checkers have wheel
1,tonsillectomy cost money
1,person buy camisole
1,supervisor have leg
0,person touch relaxing
1,kid use school
1,human require blood
1,person see person
1,human drive car
1,councilwoman require degree
1,person move speed
0,thickener make noise
1,waterpipe involve plumbing
0,sixpence use electricity
0,person climb idea
1,scientist have hair
1,person touch pharmacy
1,human eat meat
1,human have electron
0,cream support structure
1,sailor need boat
0,knickers use electricity
1,excavation hurt person
0,string require electricity
1,goddaughter wear dress
0,rain require human
0,person eat tusk
1,horse eat leave
0,carnation make noise
1,breadwinner have eye
0,sidecar hold ice
0,person wear buffet
0,person sell ghost
1,hamster have feeling
0,emt have gear
0,suburbia have battery
0,poinsettia involve game
1,bowl hold water
0,person feel blackface
0,way make noise
0,moon involve person
1,people buy ammonium
0,crepe make noise
1,lights use electricity
0,person drink bioluminescence
1,boat require water
0,microprocessor play music
1,drunkenness involve human
0,raincoat use electricity
1,person lift component
0,people wear cinder
0,person smash signature
1,husband cost lot
1,instructor involve more
0,person consume jailbait
0,bowels teach something
0,crawler involve plant
1,person see precipitation
0,sparkplug use internet
0,sweatbox need power
1,plant require water
1,soloist provide entertainment
1,anyone use fertilizer
0,kid use car
0,people like sewage
0,people use ghost
0,snapper have fur
0,person wear avocado
0,man have wheel
1,person touch specks
1,kid use computer
1,nurse involve education
1,subcontractor have finger
1,tractor require sorce
0,person wear fever
1,elm have leave
1,people use clef
0,toke make call
0,borough have wheel
1,shark have parasite
1,pet use bowl
1,mop clean thing
0,people eat depositor
1,orchard grow fruit
1,moth lay egg
1,crab have shell
0,barbershop change shape
1,metropolis involve outdoors
0,almanac have electrtical
0,honker have trailer
0,acrobat involve fighting
1,officer arrest people
1,thermomiter take temperature
1,people read newspaper
0,person wear bowtie
1,laptop involve electronics
0,hound have arm
1,jackal have leg
1,chef require uniform
1,checkbook have metal
1,subcontractor have nose
0,sunburn take battery
0,person throw time
1,politician involve politics
1,car have part
1,kid use turpentine
0,iguana have fur
1,service involve sale
1,person touch host
1,human use flares
1,apple have peel
0,person buy human
0,person hold tribe
1,speedboat require electric
1,hatchback have wheel
0,person hold cloud
1,kid use trickshots
0,oxbow have feeling
0,human wear assets
1,party use electricity
0,saddle require water
0,plate make hole
0,pitchfork use battery
1,baseball involve sport
1,person touch gourd
1,dinosaur eat meat
0,person hold cytoplasm
0,person climb attire
0,angleworm have fur
0,chunk require electricity
0,gondola require electricity
0,person wear bible
1,person ride exerciser
0,concrete need rain
0,people wear bedchamber
0,transceiver give heat
0,person smell foyer
1,box store anything
1,footnote involve math
1,spacecraft use technology
0,person buy ocean
0,person lift governess
1,chlorine involve water
0,insomniac have motor
0,cufflink make sound
0,people use ibuprofen
1,ox have fur
0,clarinetist have wing
1,tiger have fur
0,horseshoe have feeling
1,mechanic use typewriter
0,guy have udder
1,casserole have noodle
0,saucer use electricity
0,person eat crutch
0,person move bioluminescence
1,coordinator own pet
1,correspondent have hand
1,pothandles open lid
0,trophy make noise
1,salespeople provide service
0,person drive lager
1,horse eat grass
0,book use electricity
0,ghost wear makeup
0,person use documentation
1,human like sideline
0,palette require electricity
0,clambake involve sky
1,person hire loner
1,lightbulb use electricity
0,runway conduct heat
0,people hold airplane
1,car take gas
1,migrant involve room
1,people own soundtrack
1,piston make sound
1,concubine drive car
0,crackpot involve people
0,wonder provide service
1,people use enema
1,waterwheel need water
1,dj make sound
0,axle have leg
1,computer have technology
1,firefighter have leg
1,handiwork involve chisel
1,prong have tine
1,person touch dune
0,informer involve insect
0,tracksuit require electricity
1,wolf eat chicken
1,microphone crush thing
0,person eat home
1,person see drill
0,waterwheel need gasoline
0,person hold headwind
0,people use neckline
1,wagon have wheel
1,telephone have button
0,dust make noise
1,kettledrum make noise
0,whale eat cheeseburger
0,nightwear tell time
0,person burn webmaster
0,nail have pilot
1,statesman involve food
1,light require electricity
0,tea involve weapon
1,airlift have wheel
1,platypus have fur
0,human create sun
1,multiprocessor require electricity
0,murder have fur
0,reindeer have stripe
1,person use ax
0,person buy abuser
0,kid use floodplain
1,shampoo have lid
1,correspondent have hair
1,person use seat
0,school have cell
1,busboy have brain
0,tissue require electric
1,truck have motor
0,doctor use capacitor
1,hand make noise
1,shoe have flower
1,person break phone
0,person eat collar
0,person eat whetstone
1,condor have legg
1,tree have branch
1,hose produce water
0,barbwire have handle
0,firefly have fur
1,counterterrorist eat meat
0,baptizer involve machinery
0,person grow truckload
1,judge consult people
0,pain support structure
0,chairlift contain water
1,dog like meat
0,people use thumbnail
1,concert involve teacher
1,holder serve purpose
1,postcard have smell
0,heap use electricity
0,coliseum produce heat
1,monitor use electricity
0,surgeon use harpoon
1,person buy postcard
1,person own chips
1,people see airstrip
1,honeybee make honey
1,person touch notepad
1,person buy distillery
1,mademoiselle have job
0,person touch ghost
1,ballplayer have arm
0,murder help human
1,person move gyro
0,person smoke inks
0,person freeze clan
0,person eat mahjong
1,seller have purpose
1,person hold viewfinder
1,hand hold something
0,pileup emit light
1,person see acupuncture
0,person practice skydiving
0,person drink dime
0,froth have light
0,canola have button
0,child use vibrate
1,goat have horn
1,barometer involve weather
0,person eat firewood
0,flypaper have wheel
1,person see bandleader
1,beaker hold thing
0,collarbone make noise
0,tablespoonful have lid
0,people eat culprit
0,autograph provide service
1,axe make sound
0,lane have end
0,rigger involve animal
0,person see hydroplane
1,uncle eat meat
0,cufflink require electricity
0,panther give fruit
1,coupler bind thing
0,pushbutton have handle
1,engine run car
0,paint make noise
1,horse cost $
1,person own scalpel
1,bin hold trash
0,sunspot make sound
1,clutter cost money
0,person eat board
1,fireplace give heat
1,person hold doggy
1,petrol have color
0,gas use electricity
0,person eat fingerprint
1,stove use electricity
1,giver eat cheeseburger
0,rattrap have handle
1,fir have needle
0,person hold cavern
0,armrest breath air
0,wienie have tail
0,person wear liner
0,kitten have beak
0,vault create something
0,person eat magazine
1,child use spoon
1,person buy hound
0,urine use electricity
0,eyes hold thing
1,shellfish have shell
0,photojournalist have window
0,comma take battery
1,dribbler require hand
1,person move craps
1,person use flamethrower
0,packaging have mind
0,tarp need something
1,person hold aphid
0,snails have wing
1,house have mailbox
0,person tear sprayer
0,jackknife have screen
0,person eat conservatory
1,heron have beak
0,sharkskin require electricity
0,person hold herdsman
1,person touch aphid
1,waterspout hold liquid
1,islander have gender
0,splicer require prescription
1,kid use trouser
1,person keep wineglass
0,horn have wing
1,window have screen
0,person eat nutcracker
1,puzzle put piece
0,person smell finding
1,person smell armpit
0,person eat abuser
0,person avoid life
1,pilot drive bomber
1,people eat burger
0,person eat plank
0,eardrum change shape
0,leakage have wheel
0,person buy arson
1,diva have baby
1,airlift transport people
1,plane involve people
1,person touch confetti
0,codpiece use electricity
0,tit drive car
0,throat hold job
1,person use drift
1,broccoli have resemblance
1,moose have antler
1,apple involve plant
1,kindergartener involve family
0,person buy planet
0,tsar involve service
0,ape have stripe
1,horse have hoove
1,ravioli have smell
0,man use urinal
1,person hold smidgen
0,clubstick have lot
1,moneymaker have feeling
0,postponement make noise
1,tick have leg
1,animal use playhouse
1,child use guardrail
1,carpenter require education
0,person wear optomotrist
1,mare make milk
1,shirt have button
1,petitioner involve job
1,granite cost money
0,animal understand kwanza
1,people need mount
0,chronograph have leg
1,rhino have tooth
0,person find suture
0,person eat plutonium
0,person burn handclap
1,person wear antiques
1,toddler use pail
0,person eat hearse
1,child use drug
1,people enjoy hemp
1,blender use electricity
0,auctioneer involve politics
1,beverage have alcohol
0,bugler have hoove
1,skateboard have wheel
1,human eat corn
1,player have leg
0,opiate consume water
1,phone have button
0,saucepan have button
1,leaf have color
1,lunchbox have handle
0,person drive sty
1,food scare people
0,gun heal people
0,person find suburb
0,person ride filer
0,stem spray water
1,cantaloupe have peel
0,person touch sun
1,cardiogram warn people
1,dog have brain
0,human use cloud
0,person touch spirit
0,envelope have switch
1,person smash headphone
0,person buy jailer
0,thoroughfare change form
0,person hold clergy
0,person eat white
0,person use fire
0,fruit have friend
1,folder hold something
0,spoon require electricity
0,chute create light
1,person eat hemp
0,person wear snowdrift
1,child use toys
0,person drive pinball
1,person grill cutlet
0,neat cut thing
1,fabric have dot
0,arsenic contain pasta
0,person eat lagoon
1,people use screenplay
1,person hold radar
1,person touch pool
1,paratroops require use
0,person buy artist
1,mansion cost lot
0,steeple have leafs
0,table have screen
1,saw use electricity
1,handiwork have base
1,people use camisole
0,person use meteor
1,person feel loin
1,squire have leg
0,person ride propeller
0,sheik involve budgeting
0,person wear whore
1,employer have finger
0,compost have wheel
1,person push dollar
1,hurricaine hurt people
