0,person eat kindling,1,0
0,law have electrtical,1,0
0,person eat uncle,1,1
1,person hold jade,1,0
0,horse have door,1,0
1,reading take more,0,0
0,person wear dumbwaiter,1,0
0,bloodworm have wing,0,1
0,person wear shakers,1,0
1,kid love eggnog,1,0
1,herbivore have claw,0,0
0,trucker have fur,0,0
1,perfume have scent,0,0
0,licence have tail,0,0
1,basement have door,0,0
1,slime cost lot,0,0
0,brooder involve comedy,0,0
1,aperson wear watch,0,1
1,column have color,0,0
0,ligament have wheel,0,0
1,womb birth child,0,1
1,gear use gas,0,0
0,person eat moneybag,1,0
0,brush have shell,0,0
0,time have fur,0,0
0,registrar involve surveillance,1,0
0,person use reel,1,0
0,cloud have gender,0,0
1,schoolmistress create design,0,0
1,gold have value,0,0
0,person touch rubdown,1,0
0,person hold rash,1,0
0,cow eat meat,1,0
1,interviewer require education,1,0
1,baseball involve ball,0,1
0,riches have manual,0,0
1,mammal attack human,1,1
1,driver involve transportation,1,0
1,muskrat have claw,0,0
1,kid use clicker,1,0
1,cutter use power,0,1
0,carpet involve writing,0,0
0,hammer wear shoe,0,0
0,turnip have thorns,0,0
1,radio require electricity,0,0
0,person hear malaria,1,0
1,anyone use exterior,0,0
0,person eat article,1,0
1,hovercraft have color,0,0
0,tailbone have root,0,0
0,wheel take gas,0,0
1,correspondent drive car,1,0
0,person wear teaspoonful,1,0
0,reptile have fur,1,0
1,registrar involve writing,1,0
0,people eat groundsman,1,0
0,child like kidnapper,1,1
1,prison have function,0,0
1,watchdog have tail,1,0
1,person smash fodder,1,1
1,monsignor require college,0,1
0,person use apron,1,0
0,person ride tombstone,1,0
0,obsidian have color,0,0
1,woman have eye,1,1
0,thoroughbred lay egg,0,1
0,mailman have tail,0,0
0,rock bite human,1,1
1,analyst involve finance,1,0
1,warrant involve lawyer,0,1
0,fungus have leg,1,0
0,person breath arms,1,0
0,yard involve function,0,0
1,spearfish have fin,0,0
0,tapeworm have hole,0,0
1,person buy gyro,1,0
1,person buy lotto,1,0
0,millet have thorns,1,0
1,parasite have eye,1,1
0,light have water,1,1
1,person see browser,1,1
0,photo dry thing,0,0
0,flamethrower have fur,0,0
1,person buy steamer,1,0
1,spotlight create light,0,1
0,storybook have ability,0,0
1,windstorm damage house,0,1
1,caboose require source,0,1
1,child eat crackers,1,0
0,sushi have wheel,0,0
0,ore involve food,0,0
1,people use waitperson,1,0
0,railcar require water,0,1
0,person touch atmosphere,1,0
0,person eat ejector,1,0
0,potluck have fur,0,0
0,person ride doorkeeper,1,0
1,opponent have head,1,1
0,person buy soul,1,1
0,person eat boulder,1,0
0,revolver have leg,0,0
0,throne involve nature,0,0
1,people carry belongings,1,0
1,doggy eat nut,0,0
1,person hold amaretto,1,0
0,person use excretion,1,0
0,clergy store anything,0,0
0,people eat cook,1,1
0,hernia make noise,0,0
0,person consume chronograph,1,0
1,person touch chopstick,1,0
1,stuffing have smell,0,0
1,person touch arch,1,0
0,person see thought,1,0
0,cereal have sauce,1,0
0,person use transistor,1,0
1,print have word,0,0
0,foundation have wheel,0,0
0,attire use electicity,0,0
0,person eat diarrhea,1,0
0,yellowtail have fur,0,0
1,person touch henhouse,1,0
1,denim have component,0,0
1,people eat rhino,1,0
0,thumbnail have camera,0,0
0,antibiotic use electricity,0,0
0,leafs cost money,0,0
1,person eat brisket,1,0
0,psychic require degree,0,0
1,teacher have mind,1,0
1,tomato need water,0,1
1,people use spoon,1,0
0,bucket have brain,0,1
0,octopi have claw,0,0
1,squad require movement,1,0
1,concert involve music,0,1
1,bagpipes have color,0,0
0,abdomen take eletricity,0,0
1,lithograph benefit person,0,1
1,artist make something,1,0
1,person hold steamer,1,0
0,faceplate hold trash,0,0
0,person use cone,1,0
1,person move display,1,0
0,delegate have window,1,0
0,cash use electricity,0,0
0,notepad have leg,0,0
1,portion cost $,0,0
0,granola use electricity,0,0
0,canal have feather,0,0
1,child enjoy trouble,1,0
0,person drive snowball,1,0
1,golfing have function,0,0
1,person lift chairlift,1,0
0,person eat oven,1,0
0,person eat slicer,1,0
0,throwing involve cleaning,0,0
0,team have leg,1,0
0,person buy pluto,1,0
0,paper play music,0,1
1,man use lane,1,0
0,lime have pit,1,0
1,gull weigh anything,0,0
0,tree have wiring,1,0
0,person touch internet,1,0
1,clown take lot,1,0
0,brat cost money,0,0
0,burrito require battery,0,1
0,bison have scale,1,0
0,person drink baptism,1,0
0,sticks need electricity,0,0
0,person wear pothole,1,0
1,secret involve government,0,0
1,shout make sound,0,0
1,writer use number,1,0
1,firewood have shape,0,0
0,person buy some,1,0
1,person use worm,1,1
1,baron require more,1,0
0,listener involve weapon,1,0
0,person eat hellhound,1,0
1,conch eat food,0,0
0,person mold ammonia,1,0
1,whale have hole,1,0
0,person drive men,1,1
0,person drive whetstone,1,0
1,person touch pantyhose,1,0
1,boiler require maintenance,0,0
0,person drive boutique,1,0
1,ringtail require cage,0,0
1,whale have leg,1,0
1,person watch tombstone,1,0
1,person touch bass,1,0
1,mug have handle,0,0
1,fumigator involve science,0,0
1,kid use slacks,1,0
1,firefighter fight fire,0,0
1,present cost $,0,0
0,institution make noise,0,0
0,cup need battery,0,1
1,person smell romaine,1,0
0,abortion emit light,0,1
0,foundation take electricity,0,0
0,person eat can,1,0
1,people use raincoat,1,0
0,lion eat grass,1,1
0,person drink ground,1,0
0,person climb turtle,1,1
1,steersman involve healthcare,0,0
1,quake make noise,0,0
0,tonsillectomy involve reunion,0,0
0,person use vaccine,1,0
0,person see thoughts,1,0
1,human sell stewpot,1,0
1,chameleon change color,0,0
0,person sell signal,1,0
0,person eat ladle,1,0
1,people use mainframe,1,0
1,someone build casket,1,0
0,baptizer involve number,0,0
1,penthouse have color,0,0
1,blaster make sound,0,0
0,person eat traps,1,0
1,outlet control electricity,0,0
1,baboon have fur,0,0
1,soil serve purpose,0,0
0,cash tell time,0,0
1,squirrel have claw,1,0
0,person eat goldsmith,1,1
1,armpits have odor,0,0
0,man use tampon,1,0
0,person drive carousel,1,0
1,person hold tonic,1,0
0,person buy nest,1,0
1,person build ammonium,1,0
0,juror have fur,1,0
1,pool contain water,0,1
0,jackrabbit have antler,0,0
0,revolver use fuel,0,0
1,art have rule,1,0
1,clock help human,0,1
1,flute make sound,0,0
1,lectern hold book,0,0
0,turtle have money,1,0
1,doppelganger involve breathing,0,0
1,nudist wear clothes,0,0
0,tit throw baseball,0,0
1,elephant have trunk,1,0
1,gumshoe have leg,0,0
0,plating have feeling,0,0
1,goat have fur,1,0
1,person touch wetland,1,0
0,person eat neckerchief,1,0
0,large hold thing,0,0
0,suppository have seat,0,0
1,exhibitionist involve movement,0,0
1,alcohol have color,0,0
0,boob have electron,0,0
0,people eat poop,1,0
0,person eat faucet,1,0
1,person see bass,1,0
1,solicitor require use,1,0
0,people eat tick,1,0
1,hombre have feeling,0,0
1,child have shape,1,0
1,rabbit have spot,1,0
1,superstructure require electricity,0,0
0,person eat teapot,1,0
1,person wear gauntlet,1,0
1,cabdriver involve uniform,1,0
0,dart take battery,0,1
1,album use electricity,0,0
1,store have policy,0,0
1,people hunt deer,1,1
1,voyage take place,0,1
1,person hold granite,1,0
0,person use waxwork,1,0
0,pantyhose have stuffing,0,0
1,drum make sound,0,0
0,person smell polygraph,1,0
1,receiver use electricity,1,0
0,person eat change,1,0
0,person consume plating,1,0
1,weeds have thorns,1,0
0,playlist have spot,0,0
0,hideout require communication,0,0
0,webbing require electricity,0,0
1,person see neuropsychologist,1,0
0,person eat jailer,1,0
1,brontosaurus have leg,0,0
1,person use autobiography,1,0
0,bison have feather,1,0
1,diamond cost lot,0,0
0,rock involve technology,1,0
1,concubine have child,0,1
1,army involve shooting,0,0
1,manicotti require refrigeration,0,0
1,person see eczema,1,0
0,prints make noise,0,0
0,crust make sound,0,0
0,lambskin use electricity,0,0
1,person touch workroom,1,0
0,watch have petal,1,0
0,chicken deliver letter,1,1
0,fawn have horn,0,1
1,chinaware cost money,0,0
1,kid use skateboard,1,0
0,napkin have odor,0,0
0,person wear casket,1,0
0,person eat undershorts,1,0
1,kid use tea,1,0
0,person wear chairlift,1,0
0,blind have wheel,0,0
1,greenback have size,0,0
0,artist cost $,1,0
0,restaurant serve humblepie,0,0
0,hymn hurt person,0,1
0,shark have finger,1,0
1,person hold linoleum,1,0
1,bachelorette make money,0,0
0,tetherball have handle,0,0
0,person wear firewood,1,0
1,intern wear uniform,1,0
0,tablespoonful have spout,0,0
0,clock cook thing,0,0
1,person see typist,1,0
0,blanket attack human,0,1
1,headquarters sell something,1,0
0,ragamuffin have job,1,0
1,mustang have hoove,0,0
1,kid like seashore,1,0
0,person see headache,1,0
1,many visit storehouse,0,0
1,person eat testicle,1,0
0,hearse require sunlight,0,0
1,teach involve parenthood,0,0
1,person consume alcohol,1,0
1,sun feed chrysanthemum,1,0
0,ethyl contain tree,0,1
1,depot sell table,0,0
0,person drink bleach,1,0
1,crayfish have lot,0,0
0,person use pepper,1,1
0,wall have child,0,1
0,suite make sound,0,0
0,lemon have thorns,0,0
0,ground have leg,0,0
1,carpentry involve wood,0,1
0,breath have color,0,0
1,speaker help people,1,1
0,child use smoke,1,0
0,watch have finger,1,0
0,senator involve shopping,1,0
0,choreographer use gas,1,0
1,plumber solve problem,1,0
0,guy lay egg,1,1
0,person smoke griddlecakes,1,0
0,person eat methane,1,0
0,person own freedom,1,0
1,person touch kimono,1,0
1,ghostbuster involve supernatural,0,0
0,person borrow contentment,1,0
0,bamboo have feeling,1,0
0,person eat mainframe,1,0
0,shrimp have fin,1,0
0,mouse like bone,1,0
0,person eat cashbook,1,0
1,man wear smock,1,0
0,raider require degree,0,0
1,nun take vacation,1,0
1,train have wheel,0,0
0,person trim hydroxide,1,0
1,taxi provide service,1,1
1,adult make sound,1,0
1,generator use gas,0,0
0,pant produce light,0,1
0,person eat triceratops,1,0
0,canal have wing,0,1
0,suture have handle,0,0
0,human use triceratops,1,0
1,juror make sound,1,0
0,hemoglobin make noise,0,0
0,conduct cost money,0,0
0,swimming involve cooking,0,0
0,forceps cook food,0,0
0,mule have horn,1,1
0,person eat vise,1,0
1,person find liter,1,0
0,person touch practical,1,1
1,computer require electricity,0,0
1,arch make light,0,1
1,ccan hold poultry,0,1
1,kangaroo have tail,0,0
1,widow prepare food,1,0
1,square have corner,0,0
1,lamp take electricity,0,0
1,kid use glass,1,0
1,space have color,0,0
1,person touch sugarplum,1,0
0,shower have wheel,0,0
0,person buy tendon,1,0
0,person turn moviemaker,1,0
0,alloy have ability,0,0
1,gear cost money,0,0
0,poison produce something,0,0
0,epitaph involve water,0,1
0,person wear harvester,1,0
1,fixer have eye,0,1
1,doctor imply title,1,0
0,ant weigh lot,1,0
1,person open tinderbox,1,0
1,depot sell pitcher,0,1
1,people want extinguisher,1,0
0,deed change shape,0,0
0,cornea understand emotion,0,0
0,corkboard have door,0,0
0,floodplain hold mail,0,0
0,person play pamphlet,1,0
1,human have leg,1,0
0,person eat origami,1,0
0,person eat businessman,1,1
1,person touch mount,1,1
0,person eat joist,1,0
0,volunteer pay more,1,0
1,meetinghouse have window,0,0
0,good have wheel,1,0
1,sunfish have fin,0,0
0,person drive timecard,1,0
1,human have brain,1,1
1,cutter make hole,0,0
1,goldsmith require thing,1,0
0,springboard have wheel,0,0
0,person drink distillery,1,0
0,person wear burger,1,0
1,salesperson involve sale,1,0
1,cornfield have flower,0,1
0,merchandise have meat,0,0
0,person eat map,1,0
0,bladder have leg,0,0
0,vegan eat animal,1,1
0,feather make noise,0,0
1,stag have fur,1,0
1,generator provide electricity,0,0
0,human sell taste,1,0
0,pane use electricity,0,0
1,cow have leg,1,0
0,person wear tablet,1,0
1,boat use waterfall,0,0
0,person eat sailcloth,1,0
0,sand speak language,0,0
0,things involve competition,0,0
0,hurdle have wheel,0,0
1,person hold vitamins,1,0
1,ballplayer wear clothes,1,0
1,flower have smell,1,0
1,clarinetist clean thing,0,0
1,hydroponics hold water,0,1
0,bedchamber use electricity,0,0
0,hock have hoove,0,0
1,marriage require communication,1,0
1,civilian use blimp,1,0
0,person keep excavation,1,0
0,person smell radon,1,0
0,bikini use electricity,0,0
0,person touch air,1,0
0,sunray make sound,0,0
0,cumin contain something,0,0
1,person buy brazier,1,0
0,torpedo collect water,0,1
0,suburbia use cable,0,0
1,ambulance have gear,0,0
0,person drive piano,1,0
1,people breathe air,1,0
0,hornpipe require fuel,0,0
1,mist change shape,0,0
0,alcohol make something,0,0
0,person touch jujitsu,1,0
1,cat have fur,1,0
0,person read fan,1,1
1,detector have button,0,0
1,people use landline,1,0
0,person eat tablet,1,0
0,nightwear give light,0,1
1,people use rosary,1,0
0,person touch love,1,1
0,ducktail have wheel,0,0
0,pamphlet control something,0,0
0,photojournalist have leave,0,0
0,person throw airplane,1,0
1,supervisor manage people,1,1
1,child use sled,1,0
1,dachshund like bone,0,0
0,person wear window,1,0
1,crop have flower,1,1
1,crab have leg,1,0
1,satellite collect information,0,0
1,floodgate use electricity,0,0
1,people see bottle,1,0
1,locomotive use electricity,0,0
0,person read narcotics,1,0
0,person use rainbow,1,0
1,cloud change shape,0,0
0,person eat bioluminescence,1,0
0,eggplant have eye,0,1
1,everyone have food,0,0
1,relight involve touch,0,0
1,people use investment,1,0
1,person use aquarium,1,0
1,yellows have shape,0,0
0,birthmark take electricty,0,0
1,kid use ladle,1,0
1,person touch prizefighter,1,0
1,goose lay egg,1,1
1,flashlight have handle,0,0
0,crayon hold money,0,0
0,person wear basin,1,0
0,bird have gill,1,0
0,stone require battery,0,1
1,person see goldsmith,1,1
1,ethanol have smell,0,0
1,detective involve people,1,1
0,person eat disclaimer,1,0
1,medicine provide service,0,1
1,cook involve food,1,0
0,person eat prizefighter,1,0
1,person throw postcard,1,0
0,doctor use crematorium,1,0
1,pinball have button,0,0
1,people use memoranda,1,0
0,duck have wafe,1,0
0,dagger take battery,0,1
1,pen cost dollar,0,0
0,pickle have drawer,0,0
1,person pet rooster,1,1
1,person purchase foam,1,0
0,tonic involve voting,0,0
0,person hold carport,1,0
0,person use barrier,1,0
1,bulldog wear collar,0,0
1,fruit have skin,1,0
0,monologue involve more,0,0
0,moon have leg,0,0
0,person buy death,1,0
1,gator have claw,1,0
0,person eat doorkeeper,1,0
1,cup hold water,0,1
1,sportsman have feeling,1,0
0,washbowl involve writing,0,0
1,someone buy enema,1,0
1,clubhouse have lot,0,0
1,heater produce heat,0,0
0,nerd have scale,0,0
0,person eat newsletter,1,0
1,copier require power,0,1
0,speed have thorns,0,0
0,million have color,0,0
0,postponement have leg,0,0
0,beef have fur,1,0
1,lion eat plant,1,1
0,bagpipe have wheel,0,0
1,cardinal have beak,0,0
1,tulip require sunlight,1,0
0,hernia weigh thing,0,0
1,garden help people,1,1
1,dolphin have lung,1,0
1,everyone have bath,0,0
0,board have screen,1,0
1,people use calendar,1,0
0,burrow have restroom,0,0
0,person eat blacktop,1,0
0,person wear calender,1,0
1,person use dumbwaiter,1,0
1,herbivore have fur,0,0
1,skin provide warmth,0,0
1,kid use trophy,1,0
1,person use nutcracker,1,0
0,kin involve industry,0,0
0,verdict have scent,0,0
0,volleyball make music,0,1
0,child use snowstorm,1,0
1,person eat spareribs,1,0
1,person buy sweetener,1,0
0,elbow decompose thing,0,0
1,jar have cap,0,0
1,blender blend food,0,0
1,insect have antennae,1,0
1,trumpet make noise,1,0
1,child use book,1,0
0,person wear pedal,1,0
1,adventurer have leg,0,0
0,buckskin have wheel,1,0
0,suppository make sound,0,0
0,filer have wheel,0,0
0,hubcap use electricity,0,0
0,axes have action,0,0
1,prairie grow fruit,1,1
0,cement have sugar,0,1
0,person hold ocean,1,0
1,person touch fork,1,0
0,shilling tell time,0,0
0,person eat trophy,1,0
1,person touch poolroom,1,0
1,person cook thickener,1,0
0,scallop make sound,0,0
1,ceremony involve more,0,0
1,person smell gyro,1,0
1,doctor involve science,1,0
0,person eat breadbox,1,0
0,tax transport goods,0,0
0,striptease lay egg,1,1
1,people see carriage,1,0
0,person carry mountain,1,0
0,tusk have bubble,0,0
0,rock require electricity,1,0
0,person hold cabin,1,0
1,violinist utilize tool,1,0
1,person wear loop,1,0
0,person build sky,1,0
0,person wear tree,1,1
1,human eat jam,1,0
1,railway hold cargo,0,0
1,politician have head,1,1
1,clerk require education,1,0
1,human use zebra,1,1
1,hammock make noise,0,0
1,person touch scope,1,0
1,kid use knob,1,0
1,calligrapher cost money,0,0
0,people use leakage,1,0
1,mixer require electricity,0,0
0,trekker have handle,0,0
1,bottle have glass,0,0
0,person lift foyer,1,0
1,person throw router,1,0
1,person touch desk,1,0
1,woman use clicker,1,0
1,fingernail have smell,0,0
1,person use crematorium,1,0
1,person want mold,1,1
1,theater involve art,0,1
1,bulb emit light,0,1
0,childbed cook anything,0,0
1,computer play music,0,1
1,cow have udder,1,0
0,dead make noise,1,0
0,airplay put piece,0,0
1,tobacco have color,0,0
0,person eat barometer,1,0
1,bathtub cost $,0,0
1,cat have whisker,1,0
0,origami need phone,0,0
1,hustler have job,0,0
0,pets speak english,1,0
1,person see park,1,0
1,sun change color,1,0
0,person eat sod,1,0
0,person eat tearoom,1,0
0,cranium require electricity,0,0
1,sitter involve landscaping,1,0
0,animal use hernia,1,0
0,penguin eat zebra,0,1
0,person eat toymaker,1,0
0,person drive carbonate,1,0
0,brake have root,0,0
1,lion have fur,1,0
1,people use plasterer,1,1
1,screenplay serve purpose,0,0
0,person read shavings,1,0
1,person wear underpants,1,0
0,person eat consider,1,0
1,doctor require education,1,0
1,cup have lid,0,0
0,chest produce information,0,0
0,condor have tail,1,0
1,woman use glue,1,0
0,person feel sidebar,1,0
1,pileup make noise,0,0
0,person touch nip,1,0
1,person use coolant,1,0
1,friend climb tree,1,1
0,newspaper have wall,1,0
1,ostrich have wing,1,1
0,maintain take battery,0,1
1,plant need water,1,1
0,rain provide service,0,1
0,fish have legg,1,0
1,skeleton make lot,0,0
1,axes have part,0,0
0,person hit tearoom,1,0
1,person see man,1,1
1,duck lay egg,1,1
0,bee use dirt,1,0
1,chair have wheel,1,0
1,throne serve purpose,0,0
1,halfpenny require electricity,0,0
0,person eat matchbox,1,0
1,trees bear fruit,1,1
0,fisheye have engine,0,0
0,person drink abuser,1,0
1,laptop involve support,0,0
0,person eat breather,1,0
1,gravel make noise,0,0
1,lipstick cost $,0,0
0,rose transport people,1,1
1,game require cable,1,0
0,people drink toner,1,0
0,bushel have wheel,0,0
1,key open door,0,0
0,person smoke rope,1,0
1,worm have leg,1,0
0,man carry car,1,0
1,sheep have leg,1,0
1,avocado have pit,0,0
0,person open sugar,1,1
0,morphine make sound,0,0
1,kid use crossways,1,0
0,windsock hold water,0,1
1,human see apple,1,1
1,whirlybird have wheel,0,0
0,person touch chance,1,0
0,sleepwear clean something,0,0
1,veterinarian have leg,1,0
1,nurse provide service,1,1
1,entranceway use electricity,0,0
0,person milk razorback,1,0
1,kitten make noise,1,0
1,abdomen change color,0,0
0,slammer control electricity,0,0
0,person read poison,1,0
0,caddie use electricity,0,0
1,temptress like people,0,1
0,person drive riverbank,1,0
0,person eat lager,1,0
1,person buy light,1,1
0,person wear magazine,1,0
0,person ride pegboard,1,0
1,meetinghouse have restroom,0,0
0,cufflink have wheel,0,0
0,barracuda have leg,0,0
1,people buy sapphire,1,0
1,chickadee have leg,0,0
0,garment make noise,0,0
1,man use bra,1,0
0,person eat roofline,1,0
1,slime change shape,0,0
0,nutcracker open lid,0,0
1,kitchenware hold food,0,0
0,person roll fork,1,0
0,tit like cheeseburger,0,0
0,sticker have feeling,0,0
1,men make sound,1,0
0,casket have window,0,0
0,spittoon fix thing,0,0
1,sink hold water,0,1
1,child understand baby,1,1
1,chinchilla eat fruit,0,1
0,person hold ferryboat,1,0
1,person keep sprayer,1,0
0,person hold moon,1,0
1,human use teacher,1,1
0,slug make noise,0,0
1,vibrator cost lot,0,0
0,breast have handle,0,0
0,tablespoonful have pattern,0,0
1,adult use scrambler,1,0
1,sandwich involve food,0,0
1,accountant require office,1,1
1,contestant have brain,0,1
0,spices grill anything,0,0
0,person wear keystroke,1,0
0,picket have wheel,1,0
1,person buy flathead,1,0
1,people make campfire,1,0
0,person eat cabin,1,0
0,cipher involve car,0,0
0,person ingest midsection,1,0
0,person wear riddle,1,0
0,person wear prune,1,0
1,riches save life,0,1
1,thief sell thing,1,0
0,person wear sand,1,0
1,bowl hold object,0,0
0,milk cost more,0,0
0,person lift store,1,0
0,person wear eggbeater,1,0
0,hairdryer check rate,0,0
0,pavement have handle,0,0
1,searcher have leg,0,0
1,pie involve food,0,0
1,rabbit have fur,1,0
0,appetizer have screen,0,0
0,tusk make noise,0,0
0,magazine involve support,0,0
1,person need blacktop,1,0
0,wienie have stripe,0,0
0,person hold hickey,1,0
1,person eat octopi,1,0
0,person buy quickness,1,0
0,papaya use electricity,0,0
0,ammo have heartbeat,0,0
0,checkers have wheel,0,0
1,tonsillectomy cost money,0,0
1,person buy camisole,1,0
